"ICD","Description","ICA","LGPS","RF","Lasso"
"S099","Nicht näher bezeichnete Verletzung des Kopfes",757,770,519,3325.5
"S150","Verletzung der A. carotis",757,770,688,3067.5
"S430","Luxation des Schultergelenkes [Glenohumeralgelenk]",757,770,701,3095
"S522","Fraktur des Ulnaschaftes",757,770,3627,3024.5
"S548","Verletzung sonstiger Nerven in Höhe des Unterarmes",757,770,3303,1716
"S625","Fraktur des Daumens",757,770,3374,1716
"S711","Offene Wunde des Oberschenkels",757,770,3276,1716
"S810","Offene Wunde des Knies",757,770,3635,3566
"S818","Offene Wunde sonstiger Teile des Unterschenkels",757,770,3499,3325.5
"S830","Luxation der Patella",757,770,3375,3505
"S835","Verstauchung und Zerrung des Kniegelenkes mit Beteiligung des (vorderen) (hinteren) Kreuzbandes",757,770,681,3466
"S860","Verletzung der Achillessehne",757,770,3279,3214
"S920","Fraktur des Kalkaneus",757,770,3284,3505
"S933","Luxation sonstiger und nicht näher bezeichneter Teile des Fußes",757,770,3479,3673
"T181","Fremdkörper im Ösophagus",757,770,3469,3202
"T424","Vergiftung: Benzodiazepine",757,770,749,1716
"T447","Vergiftung: Beta-Rezeptorenblocker, anderenorts nicht klassifiziert",757,770,3335,3366
"T780","Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit",757,770,3445,3566
"T781","Sonstige Nahrungsmittelunverträglichkeit, anderenorts nicht klassifiziert",757,770,800,1716
"T782","Anaphylaktischer Schock, nicht näher bezeichnet",757,770,775,3505
"T796","Traumatische Muskelischämie",757,770,3302,3078
"T811","Schock während oder als Folge eines Eingriffes, anderenorts nicht klassifiziert",757,770,3355,3466
"T842","Mechanische Komplikation durch eine interne Osteosynthesevorrichtung an sonstigen Knochen",757,770,3504,3466
"T862","Versagen und Abstoßung eines Herztransplantates",757,770,3263,3466
"T885","Sonstige Komplikationen infolge Anästhesie",757,770,657,3029
"U500","Keine oder geringe motorische Funktionseinschränkung",757,770,3481,3505
"U503","Mittelschwere motorische Funktionseinschränkung",757,770,600,1716
"U522","Frührehabilitations-Barthel-Index: -200 bis -76 Punkte",757,770,605,3084
"Z225","Keimträger der Virushepatitis",757,770,3552,3505
"Z290","Isolierung als prophylaktische Maßnahme",757,770,3361,1716
"Z298","Sonstige näher bezeichnete prophylaktische Maßnahmen",757,770,3584,3505
"Z383","Zwilling, Geburt im Krankenhaus",757,770,3578,3566
"Z421","Nachbehandlung unter Anwendung plastischer Chirurgie der Mamma [Brustdrüse]",757,770,745,3141
"Z430","Versorgung eines Tracheostomas",757,770,711,1716
"Z470","Entfernung einer Metallplatte oder einer anderen inneren Fixationsvorrichtung",757,770,694,3407
"Z55","Kontaktanlässe mit Bezug auf die Ausbildung",757,770,641,1716
"Z851","Bösartige Neubildung der Trachea, der Bronchien oder der Lunge in der Eigenanamnese",757,770,3274,3160.5
"Z873","Krankheiten des Muskel-Skelett-Systems und des Bindegewebes in der Eigenanamnese",757,770,707,1716
"Z886","Allergie gegenüber Analgetikum in der Eigenanamnese",757,770,769,3160.5
"Z896","Verlust der unteren Extremität oberhalb des Knies, einseitig",757,770,3391,3382.5
"Z902","Verlust der Lunge [Teile der Lunge]",757,770,3317,3160.5
"Z932","Vorhandensein eines Ileostomas",757,770,3281,1716
"Z951","Vorhandensein eines aortokoronaren Bypasses",757,770,3449,3505
"Z966","Vorhandensein von orthopädischen Gelenkimplantaten",757,770,3320,3231.5
"F050","Delir ohne Demenz",921,583,655,3231.5
"C163","Bösartige Neubildung: Antrum pyloricum",927.5,595,3372,1716
"C847","Anaplastisches großzelliges Lymphom, ALK-negativ",927.5,595,651,1716
"D860","Sarkoidose der Lunge",927.5,595,591,3253
"G202","Primäres Parkinson-Syndrom mit schwerster Beeinträchtigung",927.5,595,3461,3037.5
"H269","Katarakt, nicht näher bezeichnet",927.5,595,3472,3026
"I725","Aneurysma und Dissektion sonstiger präzerebraler Arterien",927.5,595,3358,3407
"J432","Zentrilobuläres Emphysem",927.5,595,558,3253
"K501","Crohn-Krankheit des Dickdarmes",927.5,595,513,3349.5
"K512","Ulzeröse (chronische) Proktitis",927.5,595,785,3231.5
"K519","Colitis ulcerosa, nicht näher bezeichnet",927.5,595,3596,1716
"M251","Gelenkfistel",927.5,595,631,3126.5
"S729","Fraktur des Femurs, Teil nicht näher bezeichnet",927.5,595,743,3407
"C241","Bösartige Neubildung: Ampulla hepatopancreatica [Ampulla Vateri]",934,2185,3710,3736
"A410","Sepsis durch Staphylococcus aureus",945,2185,717,3160.5
"C220","Leberzellkarzinom",945,2185,674,3673
"C629","Bösartige Neubildung: Hoden, nicht näher bezeichnet",945,2185,774,1716
"C865","Angioimmunoblastisches T-Zell-Lymphom",945,2185,3628,3566
"D380","Neubildung unsicheren oder unbekannten Verhaltens: Larynx",945,2185,490,3089
"D471","Chronische myeloproliferative Krankheit",945,2185,3392,3407
"G039","Meningitis, nicht näher bezeichnet",945,2185,3280,3505
"H348","Sonstiger Netzhautgefäßverschluss",945,2185,3496,3160.5
"I677","Zerebrale Arteriitis, anderenorts nicht klassifiziert",945,2185,639,3231.5
"I720","Aneurysma und Dissektion der A. carotis",945,2185,3464,3466
"I770","Arteriovenöse Fistel, erworben",945,2185,3267,3095
"I859","Ösophagusvarizen ohne Blutung",945,2185,3631,3631
"I970","Postkardiotomie-Syndrom",945,2185,3480,3061.5
"J81","Lungenödem",945,2185,3380,3631
"K750","Leberabszess",945,2185,3498,1716
"M008","Arthritis und Polyarthritis durch sonstige näher bezeichnete bakterielle Erreger",945,2185,732,3566
"M164","Posttraumatische Koxarthrose, beidseitig",945,2185,759,3631
"M842","Verzögerte Frakturheilung",945,2185,3282,3673
"M942","Chondromalazie",945,2185,527,3566
"Q205","Diskordante atrioventrikuläre Verbindung",945,2185,716,3505
"T831","Mechanische Komplikation durch sonstige Geräte oder Implantate im Harntrakt",945,2185,668,1716
"A010","Typhus abdominalis",2186,2185,2031,1716
"A021","Salmonellensepsis",2186,2185,2031,1716
"A040","Darminfektion durch enteropathogene Escherichia coli",2186,2185,2031,1716
"A043","Darminfektion durch enterohämorrhagische Escherichia coli",2186,2185,2031,1716
"A046","Enteritis durch Yersinia enterocolitica",2186,2185,2031,1716
"A048","Sonstige näher bezeichnete bakterielle Darminfektionen",2186,2185,2031,1716
"A058","Sonstige näher bezeichnete bakteriell bedingte Lebensmittelvergiftungen",2186,2185,2031,1716
"A082","Enteritis durch Adenoviren",2186,2185,2031,1716
"A083","Enteritis durch sonstige Viren",2186,2185,2031,1716
"A084","Virusbedingte Darminfektion, nicht näher bezeichnet",2186,2185,2031,1716
"A151","Lungentuberkulose, nur durch Kultur gesichert",2186,2185,2031,1716
"A152","Lungentuberkulose, histologisch gesichert",2186,2185,2031,1716
"A153","Lungentuberkulose, durch sonstige und nicht näher bezeichnete Untersuchungsverfahren gesichert",2186,2185,2031,1716
"A154","Tuberkulose der intrathorakalen Lymphknoten, bakteriologisch, molekularbiologisch oder histologisch gesichert",2186,2185,2031,1716
"A159","Nicht näher bezeichnete Tuberkulose der Atmungsorgane, bakteriologisch, molekularbiologisch oder histologisch gesichert",2186,2185,2031,1716
"A162","Lungentuberkulose ohne Angabe einer bakteriologischen, molekularbiologischen oder histologischen Sicherung",2186,2185,2031,1716
"A182","Tuberkulose peripherer Lymphknoten",2186,2185,2031,1716
"A191","Akute Miliartuberkulose mehrerer Lokalisationen",2186,2185,2031,1716
"A260","Haut-Erysipeloid",2186,2185,2031,1716
"A280","Pasteurellose",2186,2185,2031,1716
"A310","Infektion der Lunge durch sonstige Mykobakterien",2186,2185,2031,1716
"A319","Infektion durch Mykobakterien, nicht näher bezeichnet",2186,2185,2031,1716
"A327","Listeriensepsis",2186,2185,2031,1716
"A379","Keuchhusten, nicht näher bezeichnet",2186,2185,2031,1716
"A390","Meningokokkenmeningitis",2186,2185,2031,1716
"A409","Sepsis durch Streptokokken, nicht näher bezeichnet",2186,2185,2031,1716
"A412","Sepsis durch nicht näher bezeichnete Staphylokokken",2186,2185,2031,1716
"A413","Sepsis durch Haemophilus influenzae",2186,2185,2031,1716
"A420","Aktinomykose der Lunge",2186,2185,2031,1716
"A429","Aktinomykose, nicht näher bezeichnet",2186,2185,2031,1716
"A430","Pulmonale Nokardiose",2186,2185,2031,1716
"A481","Legionellose mit Pneumonie",2186,2185,2031,1716
"A488","Sonstige näher bezeichnete bakterielle Krankheiten",2186,2185,2031,1716
"A491","Streptokokkeninfektion nicht näher bezeichneter Lokalisation",2186,2185,2031,1716
"A492","Infektion durch Haemophilus influenzae nicht näher bezeichneter Lokalisation",2186,2185,2031,1716
"A57","Ulcus molle (venereum)",2186,2185,2031,1716
"A600","Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren",2186,2185,2031,1716
"A630","Anogenitale (venerische) Warzen",2186,2185,2031,1716
"A690","Nekrotisierend-ulzeröse Stomatitis",2186,2185,2031,1716
"A699","Spirochäteninfektion, nicht näher bezeichnet",2186,2185,2031,1716
"A810","Creutzfeldt-Jakob-Krankheit",2186,2185,2031,1716
"A812","Progressive multifokale Leukenzephalopathie",2186,2185,2031,1716
"A841","Mitteleuropäische Enzephalitis, durch Zecken übertragen",2186,2185,2031,1716
"A858","Sonstige näher bezeichnete Virusenzephalitis",2186,2185,2031,1716
"A878","Sonstige Virusmeningitis",2186,2185,2031,1716
"A90","Dengue-Fieber [Klassische Dengue]",2186,2185,2031,1716
"A985","Hämorrhagisches Fieber mit renalem Syndrom",2186,2185,2031,1716
"B003","Meningitis durch Herpesviren",2186,2185,2031,1716
"B004","Enzephalitis durch Herpesviren",2186,2185,2031,1716
"B005","Augenkrankheit durch Herpesviren",2186,2185,2031,1716
"B007","Disseminierte Herpesvirus-Krankheit",2186,2185,2031,1716
"B009","Infektion durch Herpesviren, nicht näher bezeichnet",2186,2185,2031,1716
"B011","Varizellen-Enzephalitis",2186,2185,2031,1716
"B018","Varizellen mit sonstigen Komplikationen",2186,2185,2031,1716
"B019","Varizellen ohne Komplikation",2186,2185,2031,1716
"B020","Zoster-Enzephalitis",2186,2185,2031,1716
"B021","Zoster-Meningitis",2186,2185,2031,1716
"B052","Masern, kompliziert durch Pneumonie",2186,2185,2031,1716
"B07","Viruswarzen",2186,2185,2031,1716
"B09","Nicht näher bezeichnete Virusinfektion, die durch Haut- und Schleimhautläsionen gekennzeichnet ist",2186,2185,2031,1716
"B159","Virushepatitis A ohne Coma hepaticum",2186,2185,2031,1716
"B169","Akute Virushepatitis B ohne Delta-Virus und ohne Coma hepaticum",2186,2185,2031,1716
"B171","Akute Virushepatitis C",2186,2185,2031,1716
"B172","Akute Virushepatitis E",2186,2185,2031,1716
"B181","Chronische Virushepatitis B ohne Delta-Virus",2186,2185,2031,1716
"B182","Chronische Virushepatitis C",2186,2185,2031,1716
"B22","Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]",2186,2185,2031,1716
"B238","Sonstige näher bezeichnete Krankheitszustände infolge HIV-Krankheit",2186,2185,2031,1716
"B258","Sonstige Zytomegalie",2186,2185,2031,1716
"B259","Zytomegalie, nicht näher bezeichnet",2186,2185,2031,1716
"B270","Mononukleose durch Gamma-Herpesviren",2186,2185,2031,1716
"B278","Sonstige infektiöse Mononukleose",2186,2185,2031,1716
"B338","Sonstige näher bezeichnete Viruskrankheiten",2186,2185,2031,1716
"B351","Tinea unguium",2186,2185,2031,1716
"B356","Tinea cruris",2186,2185,2031,1716
"B368","Sonstige näher bezeichnete oberflächliche Mykosen",2186,2185,2031,1716
"B370","Candida-Stomatitis",2186,2185,2031,1716
"B371","Kandidose der Lunge",2186,2185,2031,1716
"B372","Kandidose der Haut und der Nägel",2186,2185,2031,1716
"B376","Candida-Endokarditis",2186,2185,2031,1716
"B377","Candida-Sepsis",2186,2185,2031,1716
"B440","Invasive Aspergillose der Lunge",2186,2185,2031,1716
"B441","Sonstige Aspergillose der Lunge",2186,2185,2031,1716
"B500","Malaria tropica mit zerebralen Komplikationen",2186,2185,2031,1716
"B508","Sonstige schwere Formen oder Komplikationen der Malaria tropica",2186,2185,2031,1716
"B54","Malaria, nicht näher bezeichnet",2186,2185,2031,1716
"B550","Viszerale Leishmaniose",2186,2185,2031,1716
"B580","Augenerkrankung durch Toxoplasmen",2186,2185,2031,1716
"B582","Meningoenzephalitis durch Toxoplasmen",2186,2185,2031,1716
"B679","Sonstige und nicht näher bezeichnete Echinokokkose",2186,2185,2031,1716
"B770","Askaridose mit intestinalen Komplikationen",2186,2185,2031,1716
"B779","Askaridose, nicht näher bezeichnet",2186,2185,2031,1716
"B86","Skabies",2186,2185,2031,1716
"C000","Bösartige Neubildung: Äußere Oberlippe",2186,2185,2031,1716
"C01","Bösartige Neubildung des Zungengrundes",2186,2185,2031,1716
"C021","Bösartige Neubildung: Zungenrand",2186,2185,2031,1716
"C022","Bösartige Neubildung: Zungenunterfläche",2186,2185,2031,1716
"C030","Bösartige Neubildung: Oberkieferzahnfleisch",2186,2185,2031,1716
"C031","Bösartige Neubildung: Unterkieferzahnfleisch",2186,2185,2031,1716
"C040","Bösartige Neubildung: Vorderer Teil des Mundbodens",2186,2185,2031,1716
"C041","Bösartige Neubildung: Seitlicher Teil des Mundbodens",2186,2185,2031,1716
"C048","Bösartige Neubildung: Mundboden, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C050","Bösartige Neubildung: Harter Gaumen",2186,2185,2031,1716
"C051","Bösartige Neubildung: Weicher Gaumen",2186,2185,2031,1716
"C058","Bösartige Neubildung: Gaumen, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C060","Bösartige Neubildung: Wangenschleimhaut",2186,2185,2031,1716
"C069","Bösartige Neubildung: Mund, nicht näher bezeichnet",2186,2185,2031,1716
"C07","Bösartige Neubildung der Parotis",2186,2185,2031,1716
"C090","Bösartige Neubildung: Fossa tonsillaris",2186,2185,2031,1716
"C091","Bösartige Neubildung: Gaumenbogen (vorderer) (hinterer)",2186,2185,2031,1716
"C098","Bösartige Neubildung: Tonsille, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C099","Bösartige Neubildung: Tonsille, nicht näher bezeichnet",2186,2185,2031,1716
"C100","Bösartige Neubildung: Vallecula epiglottica",2186,2185,2031,1716
"C101","Bösartige Neubildung: Vorderfläche der Epiglottis",2186,2185,2031,1716
"C102","Bösartige Neubildung: Seitenwand des Oropharynx",2186,2185,2031,1716
"C108","Bösartige Neubildung: Oropharynx, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C109","Bösartige Neubildung: Oropharynx, nicht näher bezeichnet",2186,2185,2031,1716
"C110","Bösartige Neubildung: Obere Wand des Nasopharynx",2186,2185,2031,1716
"C111","Bösartige Neubildung: Hinterwand des Nasopharynx",2186,2185,2031,1716
"C112","Bösartige Neubildung: Seitenwand des Nasopharynx",2186,2185,2031,1716
"C118","Bösartige Neubildung: Nasopharynx, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C119","Bösartige Neubildung: Nasopharynx, nicht näher bezeichnet",2186,2185,2031,1716
"C12","Bösartige Neubildung des Recessus piriformis",2186,2185,2031,1716
"C131","Bösartige Neubildung: Aryepiglottische Falte, hypopharyngeale Seite",2186,2185,2031,1716
"C132","Bösartige Neubildung: Hinterwand des Hypopharynx",2186,2185,2031,1716
"C138","Bösartige Neubildung: Hypopharynx, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C139","Bösartige Neubildung: Hypopharynx, nicht näher bezeichnet",2186,2185,2031,1716
"C140","Bösartige Neubildung: Pharynx, nicht näher bezeichnet",2186,2185,2031,1716
"C150","Bösartige Neubildung: Zervikaler Ösophagus",2186,2185,2031,1716
"C153","Bösartige Neubildung: Ösophagus, oberes Drittel",2186,2185,2031,1716
"C154","Bösartige Neubildung: Ösophagus, mittleres Drittel",2186,2185,2031,1716
"C158","Bösartige Neubildung: Ösophagus, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C161","Bösartige Neubildung: Fundus ventriculi",2186,2185,2031,1716
"C164","Bösartige Neubildung: Pylorus",2186,2185,2031,1716
"C165","Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet",2186,2185,2031,1716
"C171","Bösartige Neubildung: Jejunum",2186,2185,2031,1716
"C178","Bösartige Neubildung: Dünndarm, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C179","Bösartige Neubildung: Dünndarm, nicht näher bezeichnet",2186,2185,2031,1716
"C181","Bösartige Neubildung: Appendix vermiformis",2186,2185,2031,1716
"C183","Bösartige Neubildung: Flexura coli dextra [hepatica]",2186,2185,2031,1716
"C188","Bösartige Neubildung: Kolon, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C210","Bösartige Neubildung: Anus, nicht näher bezeichnet",2186,2185,2031,1716
"C211","Bösartige Neubildung: Analkanal",2186,2185,2031,1716
"C218","Bösartige Neubildung: Rektum, Anus und Analkanal, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C221","Intrahepatisches Gallengangskarzinom",2186,2185,2031,1716
"C227","Sonstige näher bezeichnete Karzinome der Leber",2186,2185,2031,1716
"C229","Bösartige Neubildung: Leber, nicht näher bezeichnet",2186,2185,2031,1716
"C23","Bösartige Neubildung der Gallenblase",2186,2185,2031,1716
"C248","Bösartige Neubildung: Gallenwege, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C249","Bösartige Neubildung: Gallenwege, nicht näher bezeichnet",2186,2185,2031,1716
"C252","Bösartige Neubildung: Pankreasschwanz",2186,2185,2031,1716
"C253","Bösartige Neubildung: Ductus pancreaticus",2186,2185,2031,1716
"C257","Bösartige Neubildung: Sonstige Teile des Pankreas",2186,2185,2031,1716
"C259","Bösartige Neubildung: Pankreas, nicht näher bezeichnet",2186,2185,2031,1716
"C260","Bösartige Neubildung: Intestinaltrakt, Teil nicht näher bezeichnet",2186,2185,2031,1716
"C261","Bösartige Neubildung: Milz",2186,2185,2031,1716
"C269","Bösartige Neubildung: Ungenau bezeichnete Lokalisationen des Verdauungssystems",2186,2185,2031,1716
"C300","Bösartige Neubildung: Nasenhöhle",2186,2185,2031,1716
"C311","Bösartige Neubildung: Sinus ethmoidalis [Siebbeinzellen]",2186,2185,2031,1716
"C318","Bösartige Neubildung: Nasennebenhöhlen, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C321","Bösartige Neubildung: Supraglottis",2186,2185,2031,1716
"C328","Bösartige Neubildung: Larynx, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C329","Bösartige Neubildung: Larynx, nicht näher bezeichnet",2186,2185,2031,1716
"C33","Bösartige Neubildung der Trachea",2186,2185,2031,1716
"C37","Bösartige Neubildung des Thymus",2186,2185,2031,1716
"C381","Bösartige Neubildung: Vorderes Mediastinum",2186,2185,2031,1716
"C383","Bösartige Neubildung: Mediastinum, Teil nicht näher bezeichnet",2186,2185,2031,1716
"C390","Bösartige Neubildung: Obere Atemwege, Teil nicht näher bezeichnet",2186,2185,2031,1716
"C402","Bösartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2186,2185,2031,1716
"C410","Bösartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels",2186,2185,2031,1716
"C411","Bösartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen",2186,2185,2031,1716
"C412","Bösartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule",2186,2185,2031,1716
"C413","Bösartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula",2186,2185,2031,1716
"C414","Bösartige Neubildung des Knochens und des Gelenkknorpels: Beckenknochen",2186,2185,2031,1716
"C418","Bösartige Neubildung: Knochen und Gelenkknorpel, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C419","Bösartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",2186,2185,2031,1716
"C431","Bösartiges Melanom des Augenlides, einschließlich Kanthus",2186,2185,2031,1716
"C433","Bösartiges Melanom sonstiger und nicht näher bezeichneter Teile des Gesichtes",2186,2185,2031,1716
"C436","Bösartiges Melanom der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"C438","Bösartiges Melanom der Haut, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C439","Bösartiges Melanom der Haut, nicht näher bezeichnet",2186,2185,2031,1716
"C448","Sonstige bösartige Neubildungen: Haut, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C449","Bösartige Neubildung der Haut, nicht näher bezeichnet",2186,2185,2031,1716
"C450","Mesotheliom der Pleura",2186,2185,2031,1716
"C470","Bösartige Neubildung: Periphere Nerven des Kopfes, des Gesichtes und des Halses",2186,2185,2031,1716
"C479","Bösartige Neubildung: Periphere Nerven und autonomes Nervensystem, nicht näher bezeichnet",2186,2185,2031,1716
"C481","Bösartige Neubildung: Näher bezeichnete Teile des Peritoneums",2186,2185,2031,1716
"C482","Bösartige Neubildung: Peritoneum, nicht näher bezeichnet",2186,2185,2031,1716
"C488","Bösartige Neubildung: Retroperitoneum und Peritoneum, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C491","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"C493","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Thorax",2186,2185,2031,1716
"C495","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Beckens",2186,2185,2031,1716
"C496","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet",2186,2185,2031,1716
"C498","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C500","Bösartige Neubildung: Brustwarze und Warzenhof",2186,2185,2031,1716
"C506","Bösartige Neubildung: Recessus axillaris der Brustdrüse",2186,2185,2031,1716
"C510","Bösartige Neubildung der Vulva: Labium majus",2186,2185,2031,1716
"C511","Bösartige Neubildung der Vulva: Labium minus",2186,2185,2031,1716
"C512","Bösartige Neubildung der Vulva: Klitoris",2186,2185,2031,1716
"C52","Bösartige Neubildung der Vagina",2186,2185,2031,1716
"C530","Bösartige Neubildung: Endozervix",2186,2185,2031,1716
"C531","Bösartige Neubildung: Ektozervix",2186,2185,2031,1716
"C539","Bösartige Neubildung: Cervix uteri, nicht näher bezeichnet",2186,2185,2031,1716
"C540","Bösartige Neubildung: Isthmus uteri",2186,2185,2031,1716
"C542","Bösartige Neubildung: Myometrium",2186,2185,2031,1716
"C543","Bösartige Neubildung: Fundus uteri",2186,2185,2031,1716
"C548","Bösartige Neubildung: Corpus uteri, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C549","Bösartige Neubildung: Corpus uteri, nicht näher bezeichnet",2186,2185,2031,1716
"C55","Bösartige Neubildung des Uterus, Teil nicht näher bezeichnet",2186,2185,2031,1716
"C56","Bösartige Neubildung des Ovars",2186,2185,2031,1716
"C570","Bösartige Neubildung: Tuba uterina [Falloppio]",2186,2185,2031,1716
"C574","Bösartige Neubildung: Uterine Adnexe, nicht näher bezeichnet",2186,2185,2031,1716
"C577","Bösartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane",2186,2185,2031,1716
"C578","Bösartige Neubildung: Weibliche Genitalorgane, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C579","Bösartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet",2186,2185,2031,1716
"C58","Bösartige Neubildung der Plazenta",2186,2185,2031,1716
"C601","Bösartige Neubildung: Glans penis",2186,2185,2031,1716
"C608","Bösartige Neubildung: Penis, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C609","Bösartige Neubildung: Penis, nicht näher bezeichnet",2186,2185,2031,1716
"C620","Bösartige Neubildung: Dystoper Hoden",2186,2185,2031,1716
"C638","Bösartige Neubildung: Männliche Genitalorgane, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C639","Bösartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet",2186,2185,2031,1716
"C66","Bösartige Neubildung des Ureters",2186,2185,2031,1716
"C673","Bösartige Neubildung: Vordere Harnblasenwand",2186,2185,2031,1716
"C675","Bösartige Neubildung: Harnblasenhals",2186,2185,2031,1716
"C680","Bösartige Neubildung: Urethra",2186,2185,2031,1716
"C688","Bösartige Neubildung: Harnorgane, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C690","Bösartige Neubildung: Konjunktiva",2186,2185,2031,1716
"C693","Bösartige Neubildung: Chorioidea",2186,2185,2031,1716
"C696","Bösartige Neubildung: Orbita",2186,2185,2031,1716
"C701","Bösartige Neubildung: Rückenmarkhäute",2186,2185,2031,1716
"C713","Bösartige Neubildung: Parietallappen",2186,2185,2031,1716
"C714","Bösartige Neubildung: Okzipitallappen",2186,2185,2031,1716
"C715","Bösartige Neubildung: Hirnventrikel",2186,2185,2031,1716
"C716","Bösartige Neubildung: Zerebellum",2186,2185,2031,1716
"C717","Bösartige Neubildung: Hirnstamm",2186,2185,2031,1716
"C720","Bösartige Neubildung: Rückenmark",2186,2185,2031,1716
"C722","Bösartige Neubildung: Nn. olfactorii [I. Hirnnerv]",2186,2185,2031,1716
"C73","Bösartige Neubildung der Schilddrüse",2186,2185,2031,1716
"C740","Bösartige Neubildung: Nebennierenrinde",2186,2185,2031,1716
"C741","Bösartige Neubildung: Nebennierenmark",2186,2185,2031,1716
"C759","Bösartige Neubildung: Endokrine Drüse, nicht näher bezeichnet",2186,2185,2031,1716
"C760","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Kopf, Gesicht und Hals",2186,2185,2031,1716
"C761","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Thorax",2186,2185,2031,1716
"C762","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Abdomen",2186,2185,2031,1716
"C763","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Becken",2186,2185,2031,1716
"C768","Bösartige Neubildung: Sonstige und ungenau bezeichnete Lokalisationen, mehrere Teilbereiche überlappend",2186,2185,2031,1716
"C770","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten des Kopfes, des Gesichtes und des Halses",2186,2185,2031,1716
"C771","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Intrathorakale Lymphknoten",2186,2185,2031,1716
"C774","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Inguinale Lymphknoten und Lymphknoten der unteren Extremität",2186,2185,2031,1716
"C775","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Intrapelvine Lymphknoten",2186,2185,2031,1716
"C779","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten, nicht näher bezeichnet",2186,2185,2031,1716
"C784","Sekundäre bösartige Neubildung des Dünndarmes",2186,2185,2031,1716
"C785","Sekundäre bösartige Neubildung des Dickdarmes und des Rektums",2186,2185,2031,1716
"C797","Sekundäre bösartige Neubildung der Nebenniere",2186,2185,2031,1716
"C800","Bösartige Neubildung, primäre Lokalisation unbekannt, so bezeichnet",2186,2185,2031,1716
"C809","Bösartige Neubildung, nicht näher bezeichnet",2186,2185,2031,1716
"C811","Nodulär-sklerosierendes (klassisches) Hodgkin-Lymphom",2186,2185,2031,1716
"C812","Gemischtzelliges (klassisches) Hodgkin-Lymphom",2186,2185,2031,1716
"C813","Lymphozytenarmes (klassisches) Hodgkin-Lymphom",2186,2185,2031,1716
"C814","Lymphozytenreiches (klassisches) Hodgkin-Lymphom",2186,2185,2031,1716
"C817","Sonstige Typen des (klassischen) Hodgkin-Lymphoms",2186,2185,2031,1716
"C819","Hodgkin-Lymphom, nicht näher bezeichnet",2186,2185,2031,1716
"C820","Follikuläres Lymphom Grad I",2186,2185,2031,1716
