"ICD","Description","ICA","LGPS","RF","Lasso"
"A159","Nicht näher bezeichnete Tuberkulose der Atmungsorgane, bakteriologisch, molekularbiologisch oder histologisch gesichert",2139.5,2129,1980.5,1730.5
"A162","Lungentuberkulose ohne Angabe einer bakteriologischen, molekularbiologischen oder histologischen Sicherung",2139.5,2129,1980.5,1730.5
"A182","Tuberkulose peripherer Lymphknoten",2139.5,2129,1980.5,1730.5
"A191","Akute Miliartuberkulose mehrerer Lokalisationen",2139.5,2129,1980.5,1730.5
"A260","Haut-Erysipeloid",2139.5,2129,1980.5,1730.5
"A310","Infektion der Lunge durch sonstige Mykobakterien",2139.5,2129,1980.5,1730.5
"A319","Infektion durch Mykobakterien, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A327","Listeriensepsis",2139.5,2129,1980.5,1730.5
"A379","Keuchhusten, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A390","Meningokokkenmeningitis",2139.5,2129,1980.5,1730.5
"A400","Sepsis durch Streptokokken, Gruppe A",2139.5,2129,1980.5,1730.5
"A401","Sepsis durch Streptokokken, Gruppe B",2139.5,2129,1980.5,1730.5
"A403","Sepsis durch Streptococcus pneumoniae",2139.5,2129,1980.5,1730.5
"A409","Sepsis durch Streptokokken, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A412","Sepsis durch nicht näher bezeichnete Staphylokokken",2139.5,2129,1980.5,1730.5
"A413","Sepsis durch Haemophilus influenzae",2139.5,2129,1980.5,1730.5
"A414","Sepsis durch Anaerobier",2139.5,2129,1980.5,1730.5
"A420","Aktinomykose der Lunge",2139.5,2129,1980.5,1730.5
"A429","Aktinomykose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A430","Pulmonale Nokardiose",2139.5,2129,1980.5,1730.5
"A488","Sonstige näher bezeichnete bakterielle Krankheiten",2139.5,2129,1980.5,1730.5
"A490","Staphylokokkeninfektion nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"A491","Streptokokkeninfektion nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"A57","Ulcus molle (venereum)",2139.5,2129,1980.5,1730.5
"A630","Anogenitale (venerische) Warzen",2139.5,2129,1980.5,1730.5
"A690","Nekrotisierend-ulzeröse Stomatitis",2139.5,2129,1980.5,1730.5
"A692","Lyme-Krankheit",2139.5,2129,1980.5,1730.5
"A810","Creutzfeldt-Jakob-Krankheit",2139.5,2129,1980.5,1730.5
"A812","Progressive multifokale Leukenzephalopathie",2139.5,2129,1980.5,1730.5
"A841","Mitteleuropäische Enzephalitis, durch Zecken übertragen",2139.5,2129,1980.5,1730.5
"A858","Sonstige näher bezeichnete Virusenzephalitis",2139.5,2129,1980.5,1730.5
"A86","Virusenzephalitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A870","Meningitis durch Enteroviren",2139.5,2129,1980.5,1730.5
"A878","Sonstige Virusmeningitis",2139.5,2129,1980.5,1730.5
"A879","Virusmeningitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"A90","Dengue-Fieber [Klassische Dengue]",2139.5,2129,1980.5,1730.5
"A985","Hämorrhagisches Fieber mit renalem Syndrom",2139.5,2129,1980.5,1730.5
"B003","Meningitis durch Herpesviren",2139.5,2129,1980.5,1730.5
"B004","Enzephalitis durch Herpesviren",2139.5,2129,1980.5,1730.5
"B005","Augenkrankheit durch Herpesviren",2139.5,2129,1980.5,1730.5
"B007","Disseminierte Herpesvirus-Krankheit",2139.5,2129,1980.5,1730.5
"B009","Infektion durch Herpesviren, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"B011","Varizellen-Enzephalitis",2139.5,2129,1980.5,1730.5
"B018","Varizellen mit sonstigen Komplikationen",2139.5,2129,1980.5,1730.5
"B019","Varizellen ohne Komplikation",2139.5,2129,1980.5,1730.5
"B021","Zoster-Meningitis",2139.5,2129,1980.5,1730.5
"B027","Zoster generalisatus",2139.5,2129,1980.5,1730.5
"B028","Zoster mit sonstigen Komplikationen",2139.5,2129,1980.5,1730.5
"B052","Masern, kompliziert durch Pneumonie",2139.5,2129,1980.5,1730.5
"B07","Viruswarzen",2139.5,2129,1980.5,1730.5
"B09","Nicht näher bezeichnete Virusinfektion, die durch Haut- und Schleimhautläsionen gekennzeichnet ist",2139.5,2129,1980.5,1730.5
"B159","Virushepatitis A ohne Coma hepaticum",2139.5,2129,1980.5,1730.5
"B169","Akute Virushepatitis B ohne Delta-Virus und ohne Coma hepaticum",2139.5,2129,1980.5,1730.5
"B171","Akute Virushepatitis C",2139.5,2129,1980.5,1730.5
"B172","Akute Virushepatitis E",2139.5,2129,1980.5,1730.5
"B181","Chronische Virushepatitis B ohne Delta-Virus",2139.5,2129,1980.5,1730.5
"B22","Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]",2139.5,2129,1980.5,1730.5
"B238","Sonstige näher bezeichnete Krankheitszustände infolge HIV-Krankheit",2139.5,2129,1980.5,1730.5
"B24","Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]",2139.5,2129,1980.5,1730.5
"B250","Pneumonie durch Zytomegalieviren",2139.5,2129,1980.5,1730.5
"B258","Sonstige Zytomegalie",2139.5,2129,1980.5,1730.5
"B259","Zytomegalie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"B270","Mononukleose durch Gamma-Herpesviren",2139.5,2129,1980.5,1730.5
"B278","Sonstige infektiöse Mononukleose",2139.5,2129,1980.5,1730.5
"B348","Sonstige Virusinfektionen nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"B351","Tinea unguium",2139.5,2129,1980.5,1730.5
"B356","Tinea cruris",2139.5,2129,1980.5,1730.5
"B368","Sonstige näher bezeichnete oberflächliche Mykosen",2139.5,2129,1980.5,1730.5
"B371","Kandidose der Lunge",2139.5,2129,1980.5,1730.5
"B372","Kandidose der Haut und der Nägel",2139.5,2129,1980.5,1730.5
"B376","Candida-Endokarditis",2139.5,2129,1980.5,1730.5
"B377","Candida-Sepsis",2139.5,2129,1980.5,1730.5
"B378","Kandidose an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"B440","Invasive Aspergillose der Lunge",2139.5,2129,1980.5,1730.5
"B500","Malaria tropica mit zerebralen Komplikationen",2139.5,2129,1980.5,1730.5
"B508","Sonstige schwere Formen oder Komplikationen der Malaria tropica",2139.5,2129,1980.5,1730.5
"B54","Malaria, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"B550","Viszerale Leishmaniose",2139.5,2129,1980.5,1730.5
"B580","Augenerkrankung durch Toxoplasmen",2139.5,2129,1980.5,1730.5
"B582","Meningoenzephalitis durch Toxoplasmen",2139.5,2129,1980.5,1730.5
"B679","Sonstige und nicht näher bezeichnete Echinokokkose",2139.5,2129,1980.5,1730.5
"B770","Askaridose mit intestinalen Komplikationen",2139.5,2129,1980.5,1730.5
"B779","Askaridose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"B86","Skabies",2139.5,2129,1980.5,1730.5
"C000","Bösartige Neubildung: Äußere Oberlippe",2139.5,2129,1980.5,1730.5
"C001","Bösartige Neubildung: Äußere Unterlippe",2139.5,2129,1980.5,1730.5
"C021","Bösartige Neubildung: Zungenrand",2139.5,2129,1980.5,1730.5
"C022","Bösartige Neubildung: Zungenunterfläche",2139.5,2129,1980.5,1730.5
"C030","Bösartige Neubildung: Oberkieferzahnfleisch",2139.5,2129,1980.5,1730.5
"C031","Bösartige Neubildung: Unterkieferzahnfleisch",2139.5,2129,1980.5,1730.5
"C040","Bösartige Neubildung: Vorderer Teil des Mundbodens",2139.5,2129,1980.5,1730.5
"C041","Bösartige Neubildung: Seitlicher Teil des Mundbodens",2139.5,2129,1980.5,1730.5
"C048","Bösartige Neubildung: Mundboden, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C050","Bösartige Neubildung: Harter Gaumen",2139.5,2129,1980.5,1730.5
"C051","Bösartige Neubildung: Weicher Gaumen",2139.5,2129,1980.5,1730.5
"C052","Bösartige Neubildung: Uvula",2139.5,2129,1980.5,1730.5
"C058","Bösartige Neubildung: Gaumen, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C060","Bösartige Neubildung: Wangenschleimhaut",2139.5,2129,1980.5,1730.5
"C069","Bösartige Neubildung: Mund, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C07","Bösartige Neubildung der Parotis",2139.5,2129,1980.5,1730.5
"C080","Bösartige Neubildung: Glandula submandibularis",2139.5,2129,1980.5,1730.5
"C091","Bösartige Neubildung: Gaumenbogen (vorderer) (hinterer)",2139.5,2129,1980.5,1730.5
"C100","Bösartige Neubildung: Vallecula epiglottica",2139.5,2129,1980.5,1730.5
"C101","Bösartige Neubildung: Vorderfläche der Epiglottis",2139.5,2129,1980.5,1730.5
"C102","Bösartige Neubildung: Seitenwand des Oropharynx",2139.5,2129,1980.5,1730.5
"C118","Bösartige Neubildung: Nasopharynx, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C12","Bösartige Neubildung des Recessus piriformis",2139.5,2129,1980.5,1730.5
"C131","Bösartige Neubildung: Aryepiglottische Falte, hypopharyngeale Seite",2139.5,2129,1980.5,1730.5
"C132","Bösartige Neubildung: Hinterwand des Hypopharynx",2139.5,2129,1980.5,1730.5
"C140","Bösartige Neubildung: Pharynx, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C150","Bösartige Neubildung: Zervikaler Ösophagus",2139.5,2129,1980.5,1730.5
"C151","Bösartige Neubildung: Thorakaler Ösophagus",2139.5,2129,1980.5,1730.5
"C152","Bösartige Neubildung: Abdominaler Ösophagus",2139.5,2129,1980.5,1730.5
"C153","Bösartige Neubildung: Ösophagus, oberes Drittel",2139.5,2129,1980.5,1730.5
"C154","Bösartige Neubildung: Ösophagus, mittleres Drittel",2139.5,2129,1980.5,1730.5
"C155","Bösartige Neubildung: Ösophagus, unteres Drittel",2139.5,2129,1980.5,1730.5
"C158","Bösartige Neubildung: Ösophagus, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C159","Bösartige Neubildung: Ösophagus, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C163","Bösartige Neubildung: Antrum pyloricum",2139.5,2129,1980.5,1730.5
"C164","Bösartige Neubildung: Pylorus",2139.5,2129,1980.5,1730.5
"C165","Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C168","Bösartige Neubildung: Magen, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C171","Bösartige Neubildung: Jejunum",2139.5,2129,1980.5,1730.5
"C172","Bösartige Neubildung: Ileum",2139.5,2129,1980.5,1730.5
"C178","Bösartige Neubildung: Dünndarm, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C179","Bösartige Neubildung: Dünndarm, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C181","Bösartige Neubildung: Appendix vermiformis",2139.5,2129,1980.5,1730.5
"C185","Bösartige Neubildung: Flexura coli sinistra [lienalis]",2139.5,2129,1980.5,1730.5
"C210","Bösartige Neubildung: Anus, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C211","Bösartige Neubildung: Analkanal",2139.5,2129,1980.5,1730.5
"C218","Bösartige Neubildung: Rektum, Anus und Analkanal, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C221","Intrahepatisches Gallengangskarzinom",2139.5,2129,1980.5,1730.5
"C227","Sonstige näher bezeichnete Karzinome der Leber",2139.5,2129,1980.5,1730.5
"C229","Bösartige Neubildung: Leber, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C23","Bösartige Neubildung der Gallenblase",2139.5,2129,1980.5,1730.5
"C240","Bösartige Neubildung: Extrahepatischer Gallengang",2139.5,2129,1980.5,1730.5
"C248","Bösartige Neubildung: Gallenwege, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C249","Bösartige Neubildung: Gallenwege, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C251","Bösartige Neubildung: Pankreaskörper",2139.5,2129,1980.5,1730.5
"C253","Bösartige Neubildung: Ductus pancreaticus",2139.5,2129,1980.5,1730.5
"C254","Bösartige Neubildung: Endokriner Drüsenanteil des Pankreas",2139.5,2129,1980.5,1730.5
"C257","Bösartige Neubildung: Sonstige Teile des Pankreas",2139.5,2129,1980.5,1730.5
"C258","Bösartige Neubildung: Pankreas, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C259","Bösartige Neubildung: Pankreas, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C260","Bösartige Neubildung: Intestinaltrakt, Teil nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C261","Bösartige Neubildung: Milz",2139.5,2129,1980.5,1730.5
"C269","Bösartige Neubildung: Ungenau bezeichnete Lokalisationen des Verdauungssystems",2139.5,2129,1980.5,1730.5
"C300","Bösartige Neubildung: Nasenhöhle",2139.5,2129,1980.5,1730.5
"C311","Bösartige Neubildung: Sinus ethmoidalis [Siebbeinzellen]",2139.5,2129,1980.5,1730.5
"C318","Bösartige Neubildung: Nasennebenhöhlen, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C321","Bösartige Neubildung: Supraglottis",2139.5,2129,1980.5,1730.5
"C328","Bösartige Neubildung: Larynx, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C329","Bösartige Neubildung: Larynx, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C33","Bösartige Neubildung der Trachea",2139.5,2129,1980.5,1730.5
"C381","Bösartige Neubildung: Vorderes Mediastinum",2139.5,2129,1980.5,1730.5
"C382","Bösartige Neubildung: Hinteres Mediastinum",2139.5,2129,1980.5,1730.5
"C383","Bösartige Neubildung: Mediastinum, Teil nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C384","Bösartige Neubildung: Pleura",2139.5,2129,1980.5,1730.5
"C390","Bösartige Neubildung: Obere Atemwege, Teil nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C402","Bösartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2139.5,2129,1980.5,1730.5
"C410","Bösartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels",2139.5,2129,1980.5,1730.5
"C411","Bösartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen",2139.5,2129,1980.5,1730.5
"C412","Bösartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule",2139.5,2129,1980.5,1730.5
"C413","Bösartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula",2139.5,2129,1980.5,1730.5
"C414","Bösartige Neubildung des Knochens und des Gelenkknorpels: Beckenknochen",2139.5,2129,1980.5,1730.5
"C418","Bösartige Neubildung: Knochen und Gelenkknorpel, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C419","Bösartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C431","Bösartiges Melanom des Augenlides, einschließlich Kanthus",2139.5,2129,1980.5,1730.5
"C432","Bösartiges Melanom des Ohres und des äußeren Gehörganges",2139.5,2129,1980.5,1730.5
"C438","Bösartiges Melanom der Haut, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C439","Bösartiges Melanom der Haut, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C440","Sonstige bösartige Neubildungen: Lippenhaut",2139.5,2129,1980.5,1730.5
"C444","Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses",2139.5,2129,1980.5,1730.5
"C448","Sonstige bösartige Neubildungen: Haut, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C470","Bösartige Neubildung: Periphere Nerven des Kopfes, des Gesichtes und des Halses",2139.5,2129,1980.5,1730.5
"C479","Bösartige Neubildung: Periphere Nerven und autonomes Nervensystem, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C481","Bösartige Neubildung: Näher bezeichnete Teile des Peritoneums",2139.5,2129,1980.5,1730.5
"C482","Bösartige Neubildung: Peritoneum, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C488","Bösartige Neubildung: Retroperitoneum und Peritoneum, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C490","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses",2139.5,2129,1980.5,1730.5
"C493","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Thorax",2139.5,2129,1980.5,1730.5
"C494","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Abdomens",2139.5,2129,1980.5,1730.5
"C495","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Beckens",2139.5,2129,1980.5,1730.5
"C496","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C498","Bösartige Neubildung: Bindegewebe und andere Weichteilgewebe, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C500","Bösartige Neubildung: Brustwarze und Warzenhof",2139.5,2129,1980.5,1730.5
"C501","Bösartige Neubildung: Zentraler Drüsenkörper der Brustdrüse",2139.5,2129,1980.5,1730.5
"C506","Bösartige Neubildung: Recessus axillaris der Brustdrüse",2139.5,2129,1980.5,1730.5
"C511","Bösartige Neubildung der Vulva: Labium minus",2139.5,2129,1980.5,1730.5
"C512","Bösartige Neubildung der Vulva: Klitoris",2139.5,2129,1980.5,1730.5
"C530","Bösartige Neubildung: Endozervix",2139.5,2129,1980.5,1730.5
"C531","Bösartige Neubildung: Ektozervix",2139.5,2129,1980.5,1730.5
"C538","Bösartige Neubildung: Cervix uteri, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C539","Bösartige Neubildung: Cervix uteri, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C540","Bösartige Neubildung: Isthmus uteri",2139.5,2129,1980.5,1730.5
"C542","Bösartige Neubildung: Myometrium",2139.5,2129,1980.5,1730.5
"C543","Bösartige Neubildung: Fundus uteri",2139.5,2129,1980.5,1730.5
"C548","Bösartige Neubildung: Corpus uteri, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C549","Bösartige Neubildung: Corpus uteri, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C55","Bösartige Neubildung des Uterus, Teil nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C570","Bösartige Neubildung: Tuba uterina [Falloppio]",2139.5,2129,1980.5,1730.5
"C574","Bösartige Neubildung: Uterine Adnexe, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C577","Bösartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane",2139.5,2129,1980.5,1730.5
"C578","Bösartige Neubildung: Weibliche Genitalorgane, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C579","Bösartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C58","Bösartige Neubildung der Plazenta",2139.5,2129,1980.5,1730.5
"C608","Bösartige Neubildung: Penis, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C609","Bösartige Neubildung: Penis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C620","Bösartige Neubildung: Dystoper Hoden",2139.5,2129,1980.5,1730.5
"C629","Bösartige Neubildung: Hoden, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C638","Bösartige Neubildung: Männliche Genitalorgane, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C639","Bösartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C671","Bösartige Neubildung: Apex vesicae",2139.5,2129,1980.5,1730.5
"C673","Bösartige Neubildung: Vordere Harnblasenwand",2139.5,2129,1980.5,1730.5
"C690","Bösartige Neubildung: Konjunktiva",2139.5,2129,1980.5,1730.5
"C696","Bösartige Neubildung: Orbita",2139.5,2129,1980.5,1730.5
"C701","Bösartige Neubildung: Rückenmarkhäute",2139.5,2129,1980.5,1730.5
"C710","Bösartige Neubildung: Zerebrum, ausgenommen Hirnlappen und Ventrikel",2139.5,2129,1980.5,1730.5
"C712","Bösartige Neubildung: Temporallappen",2139.5,2129,1980.5,1730.5
"C713","Bösartige Neubildung: Parietallappen",2139.5,2129,1980.5,1730.5
"C714","Bösartige Neubildung: Okzipitallappen",2139.5,2129,1980.5,1730.5
"C715","Bösartige Neubildung: Hirnventrikel",2139.5,2129,1980.5,1730.5
"C716","Bösartige Neubildung: Zerebellum",2139.5,2129,1980.5,1730.5
"C717","Bösartige Neubildung: Hirnstamm",2139.5,2129,1980.5,1730.5
"C719","Bösartige Neubildung: Gehirn, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C720","Bösartige Neubildung: Rückenmark",2139.5,2129,1980.5,1730.5
"C722","Bösartige Neubildung: Nn. olfactorii [I. Hirnnerv]",2139.5,2129,1980.5,1730.5
"C73","Bösartige Neubildung der Schilddrüse",2139.5,2129,1980.5,1730.5
"C740","Bösartige Neubildung: Nebennierenrinde",2139.5,2129,1980.5,1730.5
"C741","Bösartige Neubildung: Nebennierenmark",2139.5,2129,1980.5,1730.5
"C749","Bösartige Neubildung: Nebenniere, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C759","Bösartige Neubildung: Endokrine Drüse, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C760","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Kopf, Gesicht und Hals",2139.5,2129,1980.5,1730.5
"C761","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Thorax",2139.5,2129,1980.5,1730.5
"C762","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Abdomen",2139.5,2129,1980.5,1730.5
"C763","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Becken",2139.5,2129,1980.5,1730.5
"C768","Bösartige Neubildung: Sonstige und ungenau bezeichnete Lokalisationen, mehrere Teilbereiche überlappend",2139.5,2129,1980.5,1730.5
"C771","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Intrathorakale Lymphknoten",2139.5,2129,1980.5,1730.5
"C778","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten mehrerer Regionen",2139.5,2129,1980.5,1730.5
"C781","Sekundäre bösartige Neubildung des Mediastinums",2139.5,2129,1980.5,1730.5
"C784","Sekundäre bösartige Neubildung des Dünndarmes",2139.5,2129,1980.5,1730.5
"C785","Sekundäre bösartige Neubildung des Dickdarmes und des Rektums",2139.5,2129,1980.5,1730.5
"C794","Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Nervensystems",2139.5,2129,1980.5,1730.5
"C796","Sekundäre bösartige Neubildung des Ovars",2139.5,2129,1980.5,1730.5
"C797","Sekundäre bösartige Neubildung der Nebenniere",2139.5,2129,1980.5,1730.5
"C798","Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen",2139.5,2129,1980.5,1730.5
"C799","Sekundäre bösartige Neubildung nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"C800","Bösartige Neubildung, primäre Lokalisation unbekannt, so bezeichnet",2139.5,2129,1980.5,1730.5
"C811","Nodulär-sklerosierendes (klassisches) Hodgkin-Lymphom",2139.5,2129,1980.5,1730.5
"C812","Gemischtzelliges (klassisches) Hodgkin-Lymphom",2139.5,2129,1980.5,1730.5
"C813","Lymphozytenarmes (klassisches) Hodgkin-Lymphom",2139.5,2129,1980.5,1730.5
"C814","Lymphozytenreiches (klassisches) Hodgkin-Lymphom",2139.5,2129,1980.5,1730.5
"C817","Sonstige Typen des (klassischen) Hodgkin-Lymphoms",2139.5,2129,1980.5,1730.5
"C819","Hodgkin-Lymphom, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C823","Follikuläres Lymphom Grad IIIa",2139.5,2129,1980.5,1730.5
"C824","Follikuläres Lymphom Grad IIIb",2139.5,2129,1980.5,1730.5
"C826","Kutanes Follikelzentrumslymphom",2139.5,2129,1980.5,1730.5
"C830","Kleinzelliges B-Zell-Lymphom",2139.5,2129,1980.5,1730.5
"C831","Mantelzell-Lymphom",2139.5,2129,1980.5,1730.5
"C835","Lymphoblastisches Lymphom",2139.5,2129,1980.5,1730.5
"C837","Burkitt-Lymphom",2139.5,2129,1980.5,1730.5
"C838","Sonstige nicht follikuläre Lymphome",2139.5,2129,1980.5,1730.5
"C840","Mycosis fungoides",2139.5,2129,1980.5,1730.5
"C841","Sézary-Syndrom",2139.5,2129,1980.5,1730.5
"C846","Anaplastisches großzelliges Lymphom, ALK-positiv",2139.5,2129,1980.5,1730.5
"C847","Anaplastisches großzelliges Lymphom, ALK-negativ",2139.5,2129,1980.5,1730.5
"C848","Kutanes T-Zell-Lymphom, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C849","Reifzelliges T/NK-Zell-Lymphom, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C857","Sonstige näher bezeichnete Typen des Non-Hodgkin-Lymphoms",2139.5,2129,1980.5,1730.5
"C862","T-Zell-Lymphom vom Enteropathie-Typ",2139.5,2129,1980.5,1730.5
"C865","Angioimmunoblastisches T-Zell-Lymphom",2139.5,2129,1980.5,1730.5
"C866","Primäre kutane CD30-positive T-Zell-Proliferationen",2139.5,2129,1980.5,1730.5
"C882","Sonstige Schwerkettenkrankheit",2139.5,2129,1980.5,1730.5
"C884","Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]",2139.5,2129,1980.5,1730.5
"C901","Plasmazellenleukämie",2139.5,2129,1980.5,1730.5
"C902","Extramedulläres Plasmozytom",2139.5,2129,1980.5,1730.5
"C910","Akute lymphatische Leukämie [ALL]",2139.5,2129,1980.5,1730.5
"C911","Chronische lymphatische Leukämie vom B-Zell-Typ [CLL]",2139.5,2129,1980.5,1730.5
"C915","Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert)",2139.5,2129,1980.5,1730.5
"C919","Lymphatische Leukämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C921","Chronische myeloische Leukämie [CML], BCR/ABL-positiv",2139.5,2129,1980.5,1730.5
"C923","Myelosarkom",2139.5,2129,1980.5,1730.5
"C925","Akute myelomonozytäre Leukämie",2139.5,2129,1980.5,1730.5
"C928","Akute myeloische Leukämie mit multilineärer Dysplasie",2139.5,2129,1980.5,1730.5
"C931","Chronische myelomonozytäre Leukämie",2139.5,2129,1980.5,1730.5
"C942","Akute Megakaryoblastenleukämie",2139.5,2129,1980.5,1730.5
"C944","Akute Panmyelose mit Myelofibrose",2139.5,2129,1980.5,1730.5
"C950","Akute Leukämie nicht näher bezeichneten Zelltyps",2139.5,2129,1980.5,1730.5
"C959","Leukämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"C960","Multifokale und multisystemische (disseminierte) Langerhans-Zell-Histiozytose [Abt-Letterer-Siwe-Krankheit]",2139.5,2129,1980.5,1730.5
"C965","Multifokale und unisystemische Langerhans-Zell-Histiozytose",2139.5,2129,1980.5,1730.5
"C966","Unifokale Langerhans-Zell-Histiozytose",2139.5,2129,1980.5,1730.5
"C969","Bösartige Neubildung des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D001","Carcinoma in situ: Ösophagus",2139.5,2129,1980.5,1730.5
